date,true,pred
2018-11-02,0.0932274,0.09391280331229282
2018-11-03,0.0948662,0.09373806944383066
2018-11-04,0.0937849,0.09535224003929747
2018-11-05,0.0975267,0.09428719081738006
2018-11-06,0.0967769,0.0979727555806933
2018-11-07,0.0929008,0.09723422426968462
2018-11-08,0.0919763,0.0934163778911827
2018-11-09,0.0939526,0.09250577213361065
2018-11-10,0.0930254,0.094452370466428
2018-11-11,0.110267,0.09353910528695715
2018-11-12,0.107914,0.11052158255007696
2018-11-13,0.0969007,0.10820394561382272
2018-11-14,0.0943735,0.09735616368860017
2018-11-15,0.0943925,0.09486694479131938
2018-11-16,0.0920216,0.09488565924171838
2018-11-17,0.0932656,0.09255039132324613
2018-11-18,0.08303150000000001,0.09377569533884338
2018-11-19,0.0769432,0.08369540287419425
2018-11-20,0.0822323,0.07769860348660536
2018-11-21,0.08082489999999999,0.08290821399214816
2018-11-22,0.0777461,0.0815219657031196
2018-11-23,0.0684473,0.07848943676162386
2018-11-24,0.06928839999999999,0.069330387742142
2018-11-25,0.0685745,0.07015884691217318
2018-11-26,0.0753142,0.06945567606270787
2018-11-27,0.081634,0.07609408560766012
2018-11-28,0.0792623443619,0.08231890579879463
2018-11-29,0.07511223545210001,0.07998289359865175
2018-11-30,0.0780681462435,0.07589515637007963
2018-12-01,0.07790306371960001,0.07880664299584295
2018-12-02,0.0740007382544,0.07864404148503942
2018-12-03,0.0768820611522,0.07480036378192297
2018-12-04,0.07615690054660001,0.07763838349004722
2018-12-05,0.06951119033389999,0.07692412126979434
2018-12-06,0.0716670854039,0.07037828894654932
2018-12-07,0.07100529007999999,0.07250178322828346
2018-12-08,0.0743263052126,0.07184993397757755
2018-12-09,0.07205813034519999,0.07512103781828007
2018-12-10,0.06999575510139999,0.07288695118395376
2018-12-11,0.0697791453455,0.07085557122583766
2018-12-12,0.0664628324846,0.07064221688200985
2018-12-13,0.0614116687654,0.0673757446429122
2018-12-14,0.0579561833576,0.06240049449132477
2018-12-15,0.0606408995211,0.05899694131928704
2018-12-16,0.0659649274141,0.06164130908124469
2018-12-17,0.0668426443685,0.06688532255105539
2018-12-18,0.0687309441365,0.06774984836197508
2018-12-19,0.0758545174909,0.06960976901179958
2018-12-20,0.07423046812,0.07662628270677362
2018-12-21,0.0745961047371,0.07502664105428816
2018-12-22,0.0739603330818,0.07538678254559203
2018-12-23,0.076336114759,0.0747605658556869
2018-12-24,0.0705609377775,0.07710064208499193
2018-12-25,0.0712644288327,0.07141225981311364
2018-12-26,0.0639089187139,0.07210517815304393
2018-12-27,0.06913528579589999,0.0648602134542243
2018-12-28,0.067018950139,0.07000803385017262
2018-12-29,0.0688022920049,0.06792350444603183
2018-12-30,0.06410174618869999,0.06968004459833883
2018-12-31,0.0661184243871,0.06505014293910363
