date,true,pred
2018-11-02,9.10949,9.214161407738487
2018-11-03,9.36622,9.183789622387108
2018-11-04,9.39943,9.43539815589016
2018-11-05,9.87815,9.46794565480979
2018-11-06,9.63749,9.937115744626256
2018-11-07,9.43839,9.701256633214092
2018-11-08,9.45473,9.506128447881418
2018-11-09,9.4615,9.52214248378466
2018-11-10,9.26312,9.528777430116666
2018-11-11,9.19434,9.334354881616939
2018-11-12,9.08166,9.266946963047468
2018-11-13,7.94781,9.156514798691436
2018-11-14,7.7225800000000016,8.045283794475194
2018-11-15,7.45967,7.824546872413526
2018-11-16,7.3856199999999985,7.56688162276102
2018-11-17,7.44889,7.494308834594848
2018-11-18,6.19797,7.556316671289968
2018-11-19,5.50264,6.330351078139039
2018-11-20,5.75206,5.648892107233117
2018-11-21,5.34012,5.893336466779455
2018-11-22,5.21256,5.48961419321872
2018-11-23,4.7661,5.364598867648473
2018-11-24,4.7647,4.92704522815261
2018-11-25,4.31575,4.925673156532994
2018-11-26,4.5317,4.485679189656527
2018-11-27,4.98876,4.697321236982449
2018-11-28,4.93171446531,5.145263418741126
2018-11-29,4.60121900391,5.089355876473965
2018-11-30,4.85297322687,4.765453417188845
2018-12-01,5.15236713791,5.012185434647522
2018-12-02,4.51335180965,5.305606783521895
2018-12-03,4.40952025034,4.679339071803474
2018-12-04,4.0291146013,4.577578831982167
2018-12-05,3.51668671826,4.204761835560902
2018-12-06,3.84394741599,3.7025562959754694
2018-12-07,3.85945298087,4.0232885213836065
2018-12-08,3.99561001448,4.038484768182162
2018-12-09,3.91186442107,4.171925626487533
2018-12-10,3.7440051606,4.089850660783358
2018-12-11,3.90513468654,3.925339998368511
2018-12-12,3.87579540396,4.083255176671808
2018-12-13,3.72003759846,4.0545011788375644
2018-12-14,3.64135428681,3.9018505613658676
2018-12-15,3.63947409707,3.824736890756978
2018-12-16,4.00539086331,3.8228942086271576
2018-12-17,4.2024553626599985,4.181511358698538
2018-12-18,4.42379367727,4.374644649264372
2018-12-19,4.79205196135,4.591567520557402
2018-12-20,4.54522894768,4.952479477896706
2018-12-21,4.69618147902,4.710580297807458
2018-12-22,4.94607602424,4.858521500779572
2018-12-23,5.15998554029,5.103430938917758
2018-12-24,4.72808949625,5.31307320758791
2018-12-25,5.53146629534,4.889792989979239
2018-12-26,4.81658973201,5.677143351329339
2018-12-27,5.28032253731,4.976527748419032
2018-12-28,5.1913451224900005,5.431009620731537
2018-12-29,5.30823095496,5.343807202401958
2018-12-30,5.04804605173,5.458361297735811
2018-12-31,5.22726062113,5.203366782325325
