date,true,pred
2018-11-02,0.47717,0.4855239846573577
2018-11-03,0.496752,0.48105172343424873
2018-11-04,0.503436,0.4982029856581979
2018-11-05,0.515545,0.5059041981784811
2018-11-06,0.503757,0.5173947059359821
2018-11-07,0.483184,0.5078002210606964
2018-11-08,0.477343,0.4882410999436168
2018-11-09,0.485446,0.48121533197972405
2018-11-10,0.482809,0.48802275868360534
2018-11-11,0.494292,0.48633758832779933
2018-11-12,0.49479,0.4964667812890169
2018-11-13,0.435537,0.4978974979008621
2018-11-14,0.4226180000000001,0.44450956462772495
2018-11-15,0.412853,0.4277946609268502
2018-11-16,0.410095,0.4178848057451289
2018-11-17,0.4126510000000001,0.4145630354195457
2018-11-18,0.355339,0.41663209573970933
2018-11-19,0.302249,0.36517036337322484
2018-11-20,0.332035,0.3123977927502054
2018-11-21,0.309846,0.3347183429692956
2018-11-22,0.318153,0.31725607391928057
2018-11-23,0.280754,0.3228499054870742
2018-11-24,0.287495,0.28983606128634243
2018-11-25,0.273466,0.29271751144158503
2018-11-26,0.270064,0.28064334163889015
2018-11-27,0.300729,0.27637633539857287
2018-11-28,0.306739213509,0.303737211890835
2018-11-29,0.287040515102,0.31177830510431664
2018-11-30,0.301171243223,0.29452909652513926
2018-12-01,0.29632755019,0.3055872773452473
2018-12-02,0.274870086919,0.3024275497687897
2018-12-03,0.278357614963,0.28266452833413924
2018-12-04,0.258735450139,0.28397501040960255
2018-12-05,0.236633145094,0.26657915685734224
2018-12-06,0.236138534296,0.24497128490814107
2018-12-07,0.233074581322,0.24263580698660414
2018-12-08,0.244238135332,0.23983065022080516
2018-12-09,0.232019380583,0.24963528841347563
2018-12-10,0.22530106409400005,0.23957155310821668
2018-12-11,0.2328696343,0.23246886138064288
2018-12-12,0.272109548246,0.23871937445257038
2018-12-13,0.213077423293,0.2747503975124917
2018-12-14,0.219802145693,0.22487358303292257
2018-12-15,0.222483384646,0.22589099408653368
2018-12-16,0.257952306567,0.2288836406607838
2018-12-17,0.289834671942,0.26109642253387566
2018-12-18,0.281738453737,0.2928780166253262
2018-12-19,0.348450114799,0.2883029156232695
2018-12-20,0.325983238565,0.34776703247507734
2018-12-21,0.343773001629,0.3332108738593308
2018-12-22,0.362012679225,0.3473318901759396
2018-12-23,0.35761769347499994,0.3653000482451623
2018-12-24,0.333072820741,0.36289619942205237
2018-12-25,0.333082590675,0.3403875115554186
2018-12-26,0.318312794402,0.3382980424902896
2018-12-27,0.366629045519,0.3249804349375044
2018-12-28,0.355317499352,0.3672862588843689
2018-12-29,0.360808186319,0.3612166752474784
2018-12-30,0.356565013557,0.3652008246412334
2018-12-31,0.369184184545,0.3618439920137717
