date,true,pred
2018-11-02,50.9734,51.482014355352675
2018-11-03,53.6125,51.13446066458738
2018-11-04,53.5463,53.43611279021891
2018-11-05,55.9451,53.95404235126099
2018-11-06,54.1889,56.36659319846729
2018-11-07,52.3734,54.680312795770384
2018-11-08,51.896,52.77027488010367
2018-11-09,52.4018,52.101717319329516
2018-11-10,51.3649,52.95475461867382
2018-11-11,50.6482,52.026498158322454
2018-11-12,49.6966,50.6777336837696
2018-11-13,43.6108,49.7477654114038
2018-11-14,43.9483,43.99122354112043
2018-11-15,42.4589,44.05179676869852
2018-11-16,41.9289,43.24152305537385
2018-11-17,42.3279,42.508153248487524
2018-11-18,36.6411,42.26165139574402
2018-11-19,33.0442,37.1895401111557
2018-11-20,34.6706,33.03260286251778
2018-11-21,32.1951,34.87981643854225
2018-11-22,32.1597,33.861073747855436
2018-11-23,29.2177,32.50498819403769
2018-11-24,30.8922,29.61020194010597
2018-11-25,29.411,30.831959547154476
2018-11-26,31.0688,29.999421338189748
2018-11-27,34.6266,32.07628872237776
2018-11-28,33.797447050100004,35.13435081789739
2018-11-29,32.064762816,34.492048037377266
2018-11-30,34.3407361247,32.71016277770461
2018-12-01,33.7131504014,34.63881605180749
2018-12-02,31.072801280100002,35.12327236091714
2018-12-03,31.186124121,32.17613494697109
2018-12-04,29.2952391188,31.91035723208188
2018-12-05,26.9436599533,30.080215511338825
2018-12-06,25.27258518,27.587594369911905
2018-12-07,24.864018022,26.11524347656887
2018-12-08,25.947022982600004,25.692784612597382
2018-12-09,24.6177997917,26.34734072772785
2018-12-10,23.8023843229,25.47932090652371
2018-12-11,24.4938298887,24.448613091946463
2018-12-12,23.6688622197,24.850381739051343
2018-12-13,23.4643296358,24.73896522263331
2018-12-14,23.7824235188,24.505574125100445
2018-12-15,25.5972102848,24.69809519884542
2018-12-16,29.2688895996,26.34118308782937
2018-12-17,30.142155993600007,29.823205862262835
2018-12-18,29.6827863047,31.158788711016253
2018-12-19,32.816873114699995,30.413867292122312
2018-12-20,30.7966175478,33.14664873202293
2018-12-21,31.8559116744,32.25842814841643
2018-12-22,33.4596745498,32.86683910122364
2018-12-23,33.1966670019,34.36235095162287
2018-12-24,31.134327508600002,34.214151876625465
2018-12-25,30.9859004752,31.71166362521491
2018-12-26,28.294507800999998,31.570249921774064
2018-12-27,32.5108301538,29.36260401845761
2018-12-28,31.5650017506,32.80546550939115
2018-12-29,31.9765157969,32.88945740231968
2018-12-30,30.468223233699998,32.430721535885255
2018-12-31,31.9799304433,30.67666110252503
