date,true,pred
2018-11-02,0.010339200000000002,0.010528896997109143
2018-11-03,0.0106561,0.010456442880137766
2018-11-04,0.0106631,0.010767563607349548
2018-11-05,0.0112041,0.010774435949067702
2018-11-06,0.0108162,0.011305569787570621
2018-11-07,0.010494100000000001,0.01092474388007472
2018-11-08,0.0101886,0.010608517984729452
2018-11-09,0.010274600000000002,0.01030858935688723
2018-11-10,0.010142,0.010393020983710246
2018-11-11,0.00988511,0.010262839196306385
2018-11-12,0.00924112,0.01001063407288122
2018-11-13,0.00837031,0.009378388452442226
2018-11-14,0.00797397,0.008523459325073044
2018-11-15,0.00772222,0.008134347336991256
2018-11-16,0.00770023,0.007887188475913418
2018-11-17,0.00766213,0.007865599505287394
2018-11-18,0.00603354,0.007828194331078593
2018-11-19,0.00529585,0.006229304759826338
2018-11-20,0.00579905,0.005505067936674361
2018-11-21,0.00526188,0.005999091129899258
2018-11-22,0.00516383,0.00547171744407927
2018-11-23,0.00452435,0.005375455571870007
2018-11-24,0.00468677,0.0047476377030237086
2018-11-25,0.00433429,0.004907095666146896
2018-11-26,0.00442118,0.004561043807744846
2018-11-27,0.00524206,0.004646349203729169
2018-11-28,0.00531621132549,0.005452258899385873
2018-11-29,0.00476678478762,0.005525057934760333
2018-11-30,0.00506639802039,0.004985651232294043
2018-12-01,0.00492287497297,0.005279800449276296
2018-12-02,0.004542102126439999,0.0051388948169476065
2018-12-03,0.00460729591127,0.00476506608575507
2018-12-04,0.00443311243363,0.004829070938219565
2018-12-05,0.004111991182380001,0.004658064026791245
2018-12-06,0.0039200744719199996,0.004342799030855436
2018-12-07,0.0039073033885900004,0.004154382285754745
2018-12-08,0.00407020094148,0.004141844107361209
2018-12-09,0.0038331193123799998,0.004301770914291334
2018-12-10,0.00372971930903,0.004069012918538268
2018-12-11,0.0037290109706,0.003967498610441226
2018-12-12,0.00352772123838,0.003966803189906503
2018-12-13,0.0033792380955500003,0.003769184357882042
2018-12-14,0.00336008000589,0.0036234090868944727
2018-12-15,0.00342019554292,0.003604600381350112
2018-12-16,0.00403159955836,0.0036636195974987414
2018-12-17,0.00413726171786,0.004263873500635055
2018-12-18,0.00422029897182,0.004367608710172472
2018-12-19,0.0045749122348300005,0.004449131622251061
2018-12-20,0.00447556881253,0.004797277839564456
2018-12-21,0.00463821672224,0.004699746133064981
2018-12-22,0.00472153447182,0.00485942784953217
2018-12-23,0.0047949413536499995,0.004941226141860914
2018-12-24,0.0043783643701,0.005013294309918026
2018-12-25,0.004405420283770001,0.004604314398079063
2018-12-26,0.00392100354643,0.004630876895827216
2018-12-27,0.00437878770532,0.004155294416828224
2018-12-28,0.00415497077104,0.004604730012978087
2018-12-29,0.00421803350077,0.004384994805166457
2018-12-30,0.003972173886,0.004446907466364177
2018-12-31,0.00414504622513,0.004205531568165214
