,date,open,high,low,close,volumn,marketcap
0,"Jan 11, 2019",75.595275568,76.0287819241,73.4336485607,75.0285845792,73534881.0665,1317511206.73
1,"Jan 10, 2019",87.10300389620001,89.7903151109,75.1017059502,75.91951465060001,100285979.77299999,1333024138.6
2,"Jan 09, 2019",87.6833690584,88.0965750453,86.6999860481,87.04032492360001,44904722.0651,1528138560.78
3,"Jan 08, 2019",88.95458503399999,89.5241722092,86.852908361,87.5778455821,54825086.8185,1537424563.66
4,"Jan 07, 2019",90.1650325058,90.5370209285,88.01998122020001,88.78431186780001,44587533.2616,1558437546.52
5,"Jan 06, 2019",88.4255807675,91.6726266405,87.2343096516,90.3756993049,57596542.7191,1586211999.9
6,"Jan 05, 2019",87.48160115350001,91.8060760667,86.98388017709999,88.52013343600001,66121034.5724,1553493902.14
7,"Jan 04, 2019",88.27017070049999,90.0724369221,85.73520759590001,87.6452498465,66629979.6432,1537922017.97
8,"Jan 03, 2019",95.23699116620001,96.2768967199,87.35235572040001,88.6433261868,75308622.6409,1555333446.89
9,"Jan 02, 2019",92.54141909879999,95.78713602129999,90.3228532887,94.8837673809,94042085.0776,1664647783.18
10,"Jan 01, 2019",84.7855654934,95.2406599588,84.692291044,92.1423159615,108083720.844,1616381094.86
11,"Dec 31, 2018",88.7526294896,88.7526294896,84.8991126697,84.9563092197,52690383.9037,1490162203.92
12,"Dec 30, 2018",89.5718813703,90.210871267,87.7993665417,88.5603186913,57931119.0105,1553228295.25
13,"Dec 29, 2018",94.09814022049999,94.09814022049999,89.42781517739999,89.42781517739999,75204687.3565,1568298808.79
14,"Dec 28, 2018",85.2757277819,94.4972740334,82.7003012105,93.6355045935,113487960.91399999,1641882040.75
15,"Dec 27, 2018",94.7954248793,98.4473196357,84.5929667507,84.8719785685,92318855.5234,1488076181.32
16,"Dec 26, 2018",93.368671619,98.88749640399999,91.4664983761,94.51141438100001,118701099.389,1656919625.41
17,"Dec 25, 2018",102.55119329,102.55119329,90.2860133961,93.45499666069999,146914405.45,1638246086.47
18,"Dec 24, 2018",107.402356775,113.25111739799999,101.47815429200001,102.462216951,168359714.163,1795953736.52
19,"Dec 23, 2018",108.984580941,113.85374826399999,105.307310185,106.971219339,168248047.053,1874808177.47
20,"Dec 22, 2018",109.33136528200001,114.73332266,102.494433941,109.089379959,207087563.82599998,1911738032.51
21,"Dec 21, 2018",110.216710187,134.587871215,103.09371265899999,108.41864135600001,492080720.77099997,1899793933.9
22,"Dec 20, 2018",85.49822143899999,119.51566027,85.1163200769,112.030029266,424270496.96300006,1962852761.23
23,"Dec 19, 2018",84.4066398209,96.96793595700001,82.7361675651,86.512012035,188633838.056,1515620024.87
24,"Dec 18, 2018",81.7528214827,85.1101294731,77.32386021149999,84.6118361867,112996794.05399999,1482162324.84
25,"Dec 17, 2018",78.5221064625,82.4055866379,75.2675155639,81.6987119763,106775614.77600001,1431003874.5
26,"Dec 16, 2018",67.9206420041,79.2807431366,67.6218717503,77.34347421689999,95335465.9606,1354525811.23
27,"Dec 15, 2018",69.98172105020001,73.1515019269,64.5195706163,68.1388007465,61398931.2471,1193239758.49
28,"Dec 14, 2018",78.3726500501,81.2823074022,69.9443198614,70.2716549929,66921657.31,1230477650.79
29,"Dec 13, 2018",88.7300677803,88.87541932040001,77.5331058146,78.3715575538,58473171.9867,1372187886.05
30,"Dec 12, 2018",90.01745599440001,92.5795089925,88.0431301607,88.8434961047,42144081.4228,1555368510.63
31,"Dec 11, 2018",95.3389300831,95.3389300831,87.2581338184,90.2447122289,63771771.5428,1579730162.59
32,"Dec 10, 2018",97.36524617290002,101.497672756,95.2322014439,95.3197116627,63688727.4506,1668422466.89
33,"Dec 09, 2018",98.4205538615,99.71310091069999,93.23067734899999,97.4151110369,72826741.5061,1702607764.33
34,"Dec 08, 2018",103.79357208399999,104.084514869,96.3532919662,98.6803158099,76137933.691,1724720837.42
35,"Dec 07, 2018",103.515944069,113.668645425,94.8235498184,103.87868383700001,217760983.245,1815577190.92
36,"Dec 06, 2018",86.1613624373,110.136869948,86.1613624373,103.69243617299999,194059087.926,1812321980.15
37,"Dec 05, 2018",90.2181991156,93.6450602653,84.5787748157,86.3110164362,75407123.1305,1508531943.02
38,"Dec 04, 2018",94.32265028459999,94.7489425357,89.9161638937,90.18129191860001,56754944.8132,1576176079.71
39,"Dec 03, 2018",99.8786453346,100.19392560700001,91.22938666,94.4617167183,79018303.3565,1650988749.13
40,"Dec 02, 2018",93.0022798915,103.363086506,92.59972562680001,100.371846985,108434555.635,1754285184.08
41,"Dec 01, 2018",95.110400414,96.6319999426,87.8499775239,93.53663401959999,75286998.5287,1634820282.36
42,"Nov 30, 2018",97.2866402195,106.349100276,92.8400550591,95.2827324302,166060949.09,1665338347.57
43,"Nov 29, 2018",97.9282073975,100.304672241,91.837361155,98.06893322040001,130600465.44700001,1714035177.54
44,"Nov 28, 2018",90.6165,103.885,80.9499,97.9359,308722000.0,1711710041.41
45,"Nov 27, 2018",113.42,121.869,84.9531,91.9445,296211000.0,1606993185.36
46,"Nov 26, 2018",88.7378,125.53399999999999,87.9174,111.697,589274000.0,1952224633.62
47,"Nov 25, 2018",60.2842,91.5433,57.3182,87.3836,379158000.0,-
48,"Nov 24, 2018",52.8211,68.2545,50.6964,58.5022,172732000.0,-
49,"Nov 23, 2018",42.5028,59.467,36.8696,54.0298,118574000.0,-
50,"Nov 22, 2018",50.7183,51.5469,42.7513,42.7513,32667900.0,-
51,"Nov 21, 2018",51.1215,54.2427,48.6937,50.7469,56414700.0,-
52,"Nov 20, 2018",71.6486,72.9685,48.3798,50.6619,124675000.0,-
53,"Nov 19, 2018",105.837,107.712,69.6587,72.1134,97310700.0,-
54,"Nov 18, 2018",130.293,130.749,105.288,106.22399999999999,83486800.0,-
55,"Nov 17, 2018",123.292,143.028,122.141,130.48,200816000.0,-
56,"Nov 16, 2018",94.4651,134.293,76.7949,122.96700000000001,180605000.0,-
57,"Nov 15, 2018",176.28099999999998,179.514,70.9692,93.7028,40105900.0,-
58,"Nov 14, 2018",205.75599999999997,243.785,155.382,174.808,36795500.0,-
59,"Nov 13, 2018",109.90299999999999,208.40200000000002,109.29899999999999,208.40200000000002,20708000.0,-
60,"Nov 12, 2018",116.455,123.556,104.45,112.064,10779600.0,-
61,"Nov 11, 2018",87.6959,125.11200000000001,83.1543,113.46700000000001,8902820.0,-
62,"Nov 10, 2018",70.2655,98.5134,61.1929,87.0558,4748070.0,-
63,"Nov 09, 2018",88.3027,89.5657,50.681000000000004,68.7508,2585660.0,-
