,date,open,high,low,close,volumn,marketcap
58,"Nov 14, 2018",0.00914617,0.00927467,0.00763388,0.00837031,16750100.0,464173321.244
59,"Nov 13, 2018",0.009875299999999998,0.0099023,0.00924112,0.00924112,12894700.0,512463858.855
60,"Nov 12, 2018",0.0101639,0.0102109,0.00984862,0.00988511,9464180.0,548176153.519
61,"Nov 11, 2018",0.010281700000000001,0.0102946,0.010033499999999999,0.010142,8536240.0,562421920.342
62,"Nov 10, 2018",0.0101929,0.010411700000000001,0.0101446,0.010274600000000002,6509090.0,569775218.176
63,"Nov 09, 2018",0.01048,0.0105145,0.0100968,0.0101886,12693000.0,565006110.983
64,"Nov 08, 2018",0.010823200000000002,0.010846799999999998,0.0104411,0.010494100000000001,11530500.0,581947532.465
65,"Nov 07, 2018",0.0112301,0.0112935,0.0106149,0.0108162,17036100.0,599809502.544
66,"Nov 06, 2018",0.010672200000000001,0.0112072,0.0105983,0.0112041,17164700.0,618348020.387
67,"Nov 05, 2018",0.0106794,0.0108613,0.010482799999999999,0.0106631,15306500.0,591319382.646
68,"Nov 04, 2018",0.0103465,0.010921700000000001,0.0102632,0.0106561,17269200.0,590931199.502
69,"Nov 03, 2018",0.0104054,0.010439799999999999,0.0102563,0.010339200000000002,10536500.0,573357594.044
70,"Nov 02, 2018",0.0104503,0.0105346,0.0103613,0.010413,12214900.0,577450153.472
71,"Nov 01, 2018",0.010376100000000001,0.010771700000000002,0.0101085,0.0104704,13223800.0,580633255.25
72,"Oct 31, 2018",0.010218799999999998,0.0104913,0.0100287,0.010364700000000001,13609200.0,574771689.782
73,"Oct 30, 2018",0.0105128,0.0106235,0.0100651,0.0101913,13505500.0,565155838.767
74,"Oct 29, 2018",0.0109621,0.0112397,0.010368200000000001,0.0104957,16595900.0,582036260.04
75,"Oct 28, 2018",0.0109271,0.011261799999999999,0.010876899999999998,0.0109649,12409700.0,608055621.609
76,"Oct 27, 2018",0.0110787,0.0111087,0.010842399999999999,0.0108882,11666700.0,603802243.449
77,"Oct 26, 2018",0.0113043,0.011323999999999999,0.010951700000000002,0.0110995,12566800.0,615519828.913
78,"Oct 25, 2018",0.0113801,0.0114571,0.011075299999999998,0.0113077,9122190.0,627065504.6980001
79,"Oct 24, 2018",0.0117135,0.011878,0.011389,0.011389,14333200.0,631573974.637
80,"Oct 23, 2018",0.0110554,0.0119954,0.010796600000000002,0.011750299999999998,23224300.0,651609770.32
81,"Oct 22, 2018",0.011324299999999999,0.0114137,0.0109884,0.0110679,11878700.0,613767459.293
82,"Oct 21, 2018",0.0114987,0.0117019,0.011299600000000002,0.011353,11968200.0,629577604.184
83,"Oct 20, 2018",0.011462200000000002,0.0116461,0.011417700000000001,0.011494200000000001,15957400.0,637407812.738
84,"Oct 19, 2018",0.0114001,0.011542100000000001,0.0112976,0.0114544,8150200.0,635200714.293
85,"Oct 18, 2018",0.0117319,0.0118625,0.011315700000000001,0.011396,8611690.0,631962157.781
86,"Oct 17, 2018",0.011778100000000001,0.0118817,0.011650200000000001,0.0117436,9594690.0,651238223.597
87,"Oct 16, 2018",0.011793399999999999,0.0120398,0.011654099999999999,0.0118472,7772460.0,656983334.123
88,"Oct 15, 2018",0.011345399999999999,0.0122366,0.011197499999999999,0.011783,17371300.0,653423140.148
89,"Oct 14, 2018",0.011455700000000001,0.011707200000000001,0.011318799999999999,0.0113602,7932190.0,629976878.275
90,"Oct 13, 2018",0.011542100000000001,0.0116739,0.0114001,0.011481,6564870.0,636675810.239
91,"Oct 12, 2018",0.0111535,0.011729999999999999,0.0110595,0.011562000000000001,9936260.0,641167643.758
92,"Oct 11, 2018",0.013244999999999998,0.0133021,0.011153,0.0112293,16074400.0,622717853.49
93,"Oct 10, 2018",0.0135662,0.013639400000000001,0.0130828,0.013281399999999999,11145500.0,736516514.773
94,"Oct 09, 2018",0.0136809,0.0137579,0.013390299999999999,0.013595099999999999,8453330.0,753912665.079
95,"Oct 08, 2018",0.0130942,0.0138507,0.012991899999999999,0.013665700000000001,10593600.0,757827769.3560001
96,"Oct 07, 2018",0.013016,0.013110900000000002,0.012874000000000002,0.0130761,4508570.0,725131657.718
97,"Oct 06, 2018",0.013121700000000002,0.013229099999999999,0.0129327,0.012995699999999999,4673320.0,720673097.04
98,"Oct 05, 2018",0.012834,0.013213399999999998,0.012779299999999999,0.013109799999999998,7337180.0,727000482.281
99,"Oct 04, 2018",0.0127682,0.012953000000000001,0.0127488,0.0128256,10516100.0,711240246.651
100,"Oct 03, 2018",0.0129465,0.012981999999999999,0.012618,0.0127645,12731200.0,707851962.355
101,"Oct 02, 2018",0.0128046,0.0133529,0.0127861,0.0129937,17676800.0,720562187.5710001
102,"Oct 01, 2018",0.012887799999999998,0.0130999,0.0126725,0.012804,12615600.0,710042424.379
103,"Sep 30, 2018",0.013072499999999999,0.0131195,0.012707799999999998,0.012891299999999998,14573700.0,714883622.727
104,"Sep 29, 2018",0.0130489,0.0130977,0.0127152,0.013052000000000001,14815500.0,723795198.61
105,"Sep 28, 2018",0.0130862,0.0135942,0.0129944,0.0130469,15868800.0,723512379.462
106,"Sep 27, 2018",0.0125308,0.013197200000000001,0.012435600000000002,0.013078399999999999,17120600.0,725259203.608
107,"Sep 26, 2018",0.012787799999999998,0.0129393,0.0123958,0.012553700000000001,16953400.0,696162104.259
108,"Sep 25, 2018",0.013123,0.013123,0.0121712,0.012802899999999999,19622300.0,709981424.171
109,"Sep 24, 2018",0.013912200000000001,0.013990200000000001,0.012918,0.0131234,18296700.0,727754666.6739999
110,"Sep 23, 2018",0.0137398,0.0140856,0.0136161,0.0139451,11897700.0,773321822.259
111,"Sep 22, 2018",0.014388299999999998,0.014583100000000002,0.0134588,0.013666399999999999,14838600.0,757866587.671
112,"Sep 21, 2018",0.0137018,0.0146141,0.0134694,0.014389500000000001,36111400.0,797965906.405
113,"Sep 20, 2018",0.013008,0.013687200000000002,0.012933000000000002,0.0136303,18295500.0,755864671.744
114,"Sep 19, 2018",0.012990799999999999,0.013253799999999998,0.0125,0.013005200000000001,17267900.0,721199917.021
115,"Sep 18, 2018",0.0127319,0.0132376,0.0124146,0.012955700000000002,16694600.0,718454907.648
116,"Sep 17, 2018",0.014158700000000001,0.014323599999999999,0.0124296,0.0127248,20636200.0,705650409.383
117,"Sep 16, 2018",0.014266800000000001,0.0143349,0.0138209,0.0141696,10220600.0,785771410.222
118,"Sep 15, 2018",0.013958199999999999,0.0146088,0.0137537,0.014275200000000002,14368600.0,791627430.217
119,"Sep 14, 2018",0.014088700000000001,0.014358000000000001,0.013533799999999999,0.0139775,16430800.0,775118555.6669999
120,"Sep 13, 2018",0.0138352,0.0143572,0.013275299999999999,0.0140602,28222000.0,779704662.235
121,"Sep 12, 2018",0.0131625,0.0139906,0.011734999999999999,0.013834899999999999,25123900.0,767210710.485
122,"Sep 11, 2018",0.0142369,0.014284200000000002,0.012823,0.013121,18847600.0,727621575.3110001
123,"Sep 10, 2018",0.0145649,0.0153705,0.0138304,0.0141239,22846400.0,783237128.842
124,"Sep 09, 2018",0.0146365,0.0153256,0.014175499999999999,0.014489799999999999,18117700.0,803528016.305
125,"Sep 08, 2018",0.0156308,0.016218700000000003,0.0143649,0.0146441,19308600.0,812084681.885
126,"Sep 07, 2018",0.0161334,0.016768599999999998,0.0152613,0.0156755,27829600.0,869280695.357
127,"Sep 06, 2018",0.0162622,0.016328799999999997,0.015056799999999999,0.016142300000000002,36930400.0,895166965.5619999
128,"Sep 05, 2018",0.0194457,0.0197404,0.016191999999999998,0.016191999999999998,49983300.0,897923065.882
129,"Sep 04, 2018",0.018777900000000004,0.0197749,0.018589599999999998,0.0194708,37147400.0,1079748050.34
130,"Sep 03, 2018",0.017852700000000003,0.019222,0.017411700000000002,0.018753099999999998,29578300.0,1039948187.18
131,"Sep 02, 2018",0.0181444,0.0183942,0.0173866,0.017815099999999997,21871100.0,987931645.935
132,"Sep 01, 2018",0.017106200000000002,0.0185806,0.0169991,0.0181763,28300500.0,1007961896.15
133,"Aug 31, 2018",0.0172293,0.0175582,0.0166263,0.0171433,29320200.0,950677155.097
134,"Aug 30, 2018",0.016953,0.017340599999999998,0.0156603,0.017340599999999998,26699000.0,961618374.273
135,"Aug 29, 2018",0.017981200000000003,0.018112599999999996,0.0166109,0.0169238,36464600.0,938504840.8080001
136,"Aug 28, 2018",0.017838999999999997,0.0187558,0.0175489,0.0179795,45607800.0,997048404.337
137,"Aug 27, 2018",0.0152219,0.0178555,0.015209499999999999,0.017823500000000003,53968100.0,988397465.7080001
138,"Aug 26, 2018",0.015389700000000003,0.015445799999999999,0.0145125,0.015232599999999999,20503900.0,844719793.3139999
139,"Aug 25, 2018",0.014552299999999999,0.0157349,0.014244399999999999,0.015412799999999999,24453700.0,854712736.525
140,"Aug 24, 2018",0.014742600000000002,0.014742600000000002,0.013981200000000001,0.014535399999999999,19980000.0,806056752.212
141,"Aug 23, 2018",0.0136859,0.0147838,0.0136295,0.0146739,31250400.0,813737232.982
142,"Aug 22, 2018",0.015461,0.0162495,0.012489799999999999,0.0137874,67288000.0,764576610.582
143,"Aug 21, 2018",0.0129512,0.0158049,0.0129512,0.0153889,49710400.0,853387368.364
144,"Aug 20, 2018",0.014275,0.0148767,0.0130321,0.013056799999999999,38838000.0,724061381.337
145,"Aug 19, 2018",0.012710899999999999,0.014422200000000001,0.0122634,0.0143741,36557300.0,797111903.489
146,"Aug 18, 2018",0.014950399999999999,0.014950399999999999,0.0111193,0.012731600000000001,49994400.0,706027501.58
147,"Aug 17, 2018",0.011227,0.015231999999999999,0.0108684,0.0150313,94427600.0,833556755.1989999
148,"Aug 16, 2018",0.00789859,0.0116009,0.00774373,0.0112214,51160900.0,622279761.085
149,"Aug 15, 2018",0.00776756,0.00874744,0.00766285,0.00789099,22410600.0,437592757.759
150,"Aug 14, 2018",0.0072041,0.00773631,0.00611572,0.00773631,22264400.0,429015019.381
151,"Aug 13, 2018",0.00908955,0.00920105,0.00696004,0.00716829,16989000.0,397515620.919
152,"Aug 12, 2018",0.00919533,0.00975209,0.00902366,0.00907989,8428220.0,503522891.96300006
153,"Aug 11, 2018",0.00968157,0.00975345,0.00872369,0.00919247,12731100.0,509765986.00699997
154,"Aug 10, 2018",0.0116665,0.012134899999999999,0.00945988,0.00974717,36278100.0,540526727.401
155,"Aug 09, 2018",0.0107613,0.012022,0.0103163,0.0116829,32613700.0,647872121.195
156,"Aug 08, 2018",0.0128577,0.013020799999999999,0.0104018,0.0107756,22236100.0,597558040.311
157,"Aug 07, 2018",0.013314600000000001,0.014456899999999998,0.012162799999999998,0.012899200000000001,21022400.0,715321715.132
158,"Aug 06, 2018",0.0139632,0.014307499999999999,0.012929900000000001,0.0134243,18774100.0,744440996.376
159,"Aug 05, 2018",0.0134275,0.014295500000000001,0.0126962,0.014081,19746000.0,780858120.719
160,"Aug 04, 2018",0.015218299999999999,0.015944,0.0123769,0.013332499999999999,27059500.0,739350251.7210001
161,"Aug 03, 2018",0.0150405,0.0157304,0.014938,0.015306899999999998,46250600.0,848840080.11
