date,open,high,low,close,volumn,marketcap
2018-07-01,169.38900756799998,171.636001587,161.085998535,167.615997314,41191400.0,714294536.4
2018-07-02,165.205001831,185.343994141,163.48399353,184.087997437,51703800.0,785783079.65
2018-07-03,182.632995605,191.867004395,178.95399475099998,179.05499267599998,44685100.0,765588820.781
2018-07-04,180.098999023,187.309997559,176.233001709,182.382003784,42678600.0,781113608.8119999
2018-07-05,183.136001587,188.212005615,174.25100708,177.031005859,43696600.0,759459670.6689999
2018-07-06,177.23599243200005,179.18200683599997,166.089004517,176.339996338,49916100.0,757767145.875
2018-07-07,175.18699646,179.177001953,168.893997192,177.393997192,41225500.0,763551450.638
2018-07-08,177.414001465,181.17599487299998,172.343994141,172.727005005,36348200.0,744696267.344
2018-07-09,172.406005859,176.945999146,167.567993164,167.567993164,40715700.0,723670685.1
2018-07-10,167.29800415,170.147003174,158.966995239,161.097000122,55215300.0,696852258.619
2018-07-11,161.45599365200002,164.76400756799998,157.25100708,160.29400634799998,41382400.0,694542881.788
2018-07-12,159.195999146,160.06300354,152.197006226,155.542999268,42486300.0,675084812.169
2018-07-13,155.104003906,185.117996216,155.104003906,175.59300231900002,87204000.0,763371910.744
2018-07-14,175.367004395,178.369995117,170.388000488,174.53199768099998,65835000.0,760000684.825
2018-07-15,174.018005371,182.098999023,172.18800354,178.087997437,51919300.0,776754186.05
2018-07-16,175.147994995,191.595993042,170.147994995,190.645004272,64024200.0,832900599.781
2018-07-17,191.089996338,213.67100524900002,181.869995117,210.434997559,102171000.0,920875396.969
2018-07-18,212.21600341799999,225.26499939,201.82800293,209.337005615,108763000.0,917582947.031
2018-07-19,209.36599731400003,212.315994263,198.46800231900002,199.662002563,101966000.0,876594796.913
2018-07-20,200.050003052,200.154998779,180.013000488,184.36599731400003,58021000.0,810764464.738
2018-07-21,184.447998047,198.76499939,179.31900024400002,194.94400024400002,39662800.0,858668618.4
2018-07-22,191.779998779,203.266998291,186.492004395,192.70300293,46066100.0,850192387.6689999
2018-07-23,192.34300231900002,205.416000366,190.32000732400002,193.839996338,93810304.0,856616516.5
2018-07-24,193.91700744599999,223.652999878,191.81300354,223.289993286,168768000.0,988341549.188
2018-07-25,222.576004028,226.71800231900002,209.79200744599999,222.54200744599999,114760000.0,986605184.812
