date,open,high,low,close,volumn,marketcap
2018-07-01,5.27499008179,5.32967996597,4.94356012344,5.10535001755,66086700.0,772399505.09
2018-07-02,5.11781978607,5.501160144809999,4.88084983826,5.31077003479,88864200.0,803477943.657
2018-07-03,5.31165981293,5.454870224,5.04324007034,5.084909915919999,95370704.0,769307093.035
2018-07-04,5.0862097740199985,5.29240989685,4.97550010681,5.10942983627,66383200.0,773016777.164
2018-07-05,5.11385011673,5.23609018326,4.877689838409999,5.04582023621,80997296.0,763393081.919
2018-07-06,5.0421500206,5.043789863590001,4.580830097200001,4.80070018768,86032096.0,726308344.009
2018-07-07,4.80038022995,4.80038022995,4.45499992371,4.726819992069999,67908704.0,715130878.128
2018-07-08,4.73901987076,4.82125997543,4.49169015884,4.54280996323,66405100.0,687291605.026
2018-07-09,4.52802991867,4.53464984894,4.10135984421,4.10135984421,67733904.0,620503674.419
2018-07-10,4.10494995117,4.18944978714,3.58540010452,3.5915200710300006,85481600.0,543368871.972
2018-07-11,3.5872399807,3.75294995308,3.354170084,3.5336699485800005,99637104.0,534616619.654
2018-07-12,3.53291010857,3.53291010857,3.1879799366,3.34625005722,56487800.0,506261440.236
2018-07-13,3.32540011406,3.69590997696,3.3243200779000004,3.43879008293,60386900.0,520262018.1
2018-07-14,3.44423007965,3.4757399559,3.27425003052,3.41985011101,27852800.0,517396544.308
2018-07-15,3.41511011124,3.6101000309,3.3778901100200005,3.48291993141,42023700.0,526938541.778
2018-07-16,3.49378991127,3.81386995316,3.4408900737800003,3.79153990746,60196200.0,573630332.794
2018-07-17,3.76408004761,3.98048996925,3.57659006119,3.91823005676,66425100.0,592797538.431
2018-07-18,3.90270996094,4.0740900039699985,3.78271007538,3.83236002922,70500800.0,579806079.373
2018-07-19,3.82674002647,3.89138007164,3.59986996651,3.63740992546,51879200.0,550311669.878
2018-07-20,3.632390022280001,3.632390022280001,3.36243009567,3.36879992485,45892300.0,509673078.78
2018-07-21,3.36547994614,3.53030991554,3.27010989189,3.4453198909800005,34482000.0,521249956.002
2018-07-22,3.44770002365,3.4761400222800005,3.278840065,3.30063009262,36924000.0,499359491.217
2018-07-23,3.29982995987,3.38029003143,3.18088006973,3.19248008728,38279400.0,482997242.502
2018-07-24,3.19296002388,3.37355995178,3.04045009613,3.32904005051,37361100.0,503657701.906
2018-07-25,3.31812000275,3.64478993416,3.30963993073,3.52371001244,49506400.0,533109749.592
2018-07-26,3.51922011375,3.58598995209,3.26520991325,3.30681991577,35335300.0,500295989.78
2018-07-27,3.30599999428,3.479170084,3.25201010704,3.3944399356800004,41960400.0,513552210.144
2018-07-28,3.4082100391400005,3.45044994354,3.2971999645200003,3.33227992058,27311700.0,504147888.552
2018-07-29,3.35402011871,3.38195991516,3.23861002922,3.25295996666,29949400.0,492147393.24
2018-07-30,3.25034,3.25034,2.96438,2.98749,36977400.0,451983859.571
2018-07-31,2.99417,2.99623,2.7124,2.8003,42006700.0,423663477.353
2018-08-01,2.80653,2.80653,2.53743,2.63143,30013300.0,398114767.779
2018-08-02,2.63199,2.70647,2.39338,2.39991,28389600.0,363087603.447
2018-08-03,2.39556,2.45264,2.22773,2.29484,30973600.0,347191334.631
2018-08-04,2.2932900000000003,2.4194400000000003,2.19696,2.21531,24267200.0,335159067.962
2018-08-05,2.22099,2.3382,2.19549,2.31646,21462800.0,350462271.453
2018-08-06,2.31612,2.4008700000000003,2.16941,2.20633,21313100.0,333800464.232
2018-08-07,2.21112,2.32255,2.14475,2.14475,21893600.0,324483892.102
2018-08-08,2.14347,2.36802,1.75216,1.81786,41371400.0,275027993.051
2018-08-09,1.83687,1.95119,1.78295,1.9058,28646400.0,288332626.911
2018-08-10,1.90491,1.92338,1.6486,1.66829,24332200.0,252399222.452
2018-08-11,1.6671,1.67068,1.38158,1.45273,26307200.0,219786681.232
2018-08-12,1.46571,1.57924,1.42775,1.50043,17590300.0,227003317.975
2018-08-13,1.50578,1.52566,1.26289,1.2723,18473000.0,192489034.116
2018-08-14,1.27113,1.27283,1.06638,1.21362,21217900.0,183611209.294
2018-08-15,1.22336,1.43375,1.21419,1.31874,24780400.0,199515042.718
2018-08-16,1.32287,1.75896,1.31158,1.72087,49221300.0,260354165.008
2018-08-17,1.7238099999999998,2.72531,1.7238099999999998,2.72531,142426000.0,412318077.158
