date,open,high,low,close,volumn,marketcap
2018-07-01,8.14651012421,8.224599838260001,7.81264019012,8.13097953796,621643008.0,7286573597.8
2018-07-02,8.141039848330001,8.99353981018,7.9412899017299985,8.88698959351,1024129984.0,7964071575.37
2018-07-03,8.90874004364,9.34937000275,8.76638031006,8.842309951779999,1006099968.0,7924031616.06
2018-07-04,8.85400009155,9.39472007751,8.55862998962,8.88523960114,935387008.0,7962503313.76
2018-07-05,8.883560180660002,9.14826011658,8.730099678039997,8.92558956146,958548992.0,7998662945.77
2018-07-06,8.903659820560001,8.915599822999999,8.30212020874,8.678939819339996,604649984.0,7777627673.53
2018-07-07,8.67247009277,9.02250957489,8.46743011475,9.02250957489,490260992.0,8085517754.55
2018-07-08,9.03820991516,9.14472007751,8.70188045502,8.71496963501,491667008.0,7809915939.73
2018-07-09,8.70895004272,8.73709011078,7.702799797060001,7.745560169219999,707878016.0,6941179660.53
2018-07-10,7.74604988098,7.84992980957,7.180369853969999,7.206099987030001,707110016.0,6457742855.49
2018-07-11,7.21004009247,7.412899971010001,6.84845018387,7.187489986419999,599606976.0,6441065513.44
2018-07-12,7.171949863430001,7.18137979507,6.65112018585,6.896379947660002,597379968.0,6180187434.78
2018-07-13,6.914169788360001,7.221179962160001,6.79468011856,6.956180095669999,586718016.0,6233777174.41
2018-07-14,6.9615998268100014,7.085609912869999,6.846159935,6.98944997787,396983008.0,6263592068.01
2018-07-15,6.983550071719999,7.5168800354,6.9217300415,7.403679847719999,501440000.0,6634804072.15
2018-07-16,7.39877986908,8.11048030853,7.26539993286,8.10515022278,716972032.0,7263426056.42
2018-07-17,8.07168960571,8.91139984131,7.868000030519999,8.77569961548,847793984.0,7864339098.39
2018-07-18,8.773859977719999,9.21156024933,8.45680046082,8.61194038391,929459008.0,7717585657.55
2018-07-19,8.577039718630001,8.698710441589999,8.189949989319999,8.390390396119999,852908992.0,7519043737.56
2018-07-20,8.40225982666,8.425959587100001,7.79853010178,7.8968501091,810102976.0,7076758117.2
2018-07-21,7.89831018448,8.238340377810001,7.69892978668,8.045680046080001,551660032.0,7210132046.12
2018-07-22,8.0227804184,8.23532009125,7.819029808039999,7.896349906919999,497159008.0,7076310042.46
2018-07-23,7.87946987152,8.38572978973,7.87682008743,7.965909957889999,630787008.0,7138646201.13
2018-07-24,7.96524000168,8.61771011353,7.79497003555,8.60443019867,1007480000.0,7710855574.87
2018-07-25,8.55611991882,8.837329864500001,8.37952041626,8.508810043330001,835307008.0,7625165760.43
2018-07-26,8.519929885860003,8.79020023346,8.24789047241,8.32178020477,644028992.0,7457558920.91
2018-07-27,8.31188011169,8.510199546810004,8.02947044373,8.4115896225,694945984.0,7538042106.8
2018-07-28,8.42527961731,8.42527961731,8.15439033508,8.32275009155,527104000.0,7458428185.91
2018-07-29,8.3397102356,8.42018985748,8.170100212100001,8.3447599411,615336000.0,7478152436.24
2018-07-30,8.339,8.339,7.50224,7.76892,849398000.0,6962113712.67
2018-07-31,7.76878,7.76878,7.1789,7.3723100000000015,708842000.0,6681119942.93
2018-08-01,7.36314,7.3887800000000015,6.98354,7.255330000000002,699077000.0,6575107389.08
2018-08-02,7.23687,7.3258800000000015,6.96259,7.05627,559363000.0,6394710235.97
2018-08-03,7.0472600000000005,7.25882,6.92121,7.20285,521404000.0,6527547645.31
2018-08-04,7.19907,7.30492,6.91563,6.98637,465467000.0,6331363702.25
2018-08-05,6.99534,7.08082,6.94785,7.05577,481289000.0,6394257113.41
2018-08-06,7.05645,7.16829,6.97357,7.0719699999999985,477949000.0,6408938284.31
2018-08-07,7.0575899999999985,7.183160000000001,6.59105,6.60815,572786000.0,5988603673.87
2018-08-08,6.59731,6.59731,5.48135,5.59469,885000000.0,5070160496.99
2018-08-09,5.61077,5.9482800000000005,5.48415,5.8023099999999985,711726000.0,5258315108.3
2018-08-10,5.80459,5.85731,5.21996,5.276680000000002,771704000.0,4781965487.14
2018-08-11,5.27984,5.28223,4.90552,5.01716,651458000.0,4546776754.22
2018-08-12,5.03061,5.19003,4.98623,5.01416,602163000.0,4544058018.87
2018-08-13,5.0061800000000005,5.20254,4.55198,4.62357,666517000.0,4190087738.38
2018-08-14,4.62309,4.62309,4.2748800000000005,4.58148,588931000.0,4151943881.38
