date,open,high,low,close,volumn,marketcap
2018-07-01,0.164553001523,0.171756997705,0.160668000579,0.171366006136,24145400.0,1542293999.83
2018-07-02,0.171183004975,0.204328998923,0.16647900641,0.204328998923,38417700.0,1838960999.8
2018-07-03,0.204869002104,0.211916998029,0.184957996011,0.188305005431,36258000.0,1694744999.81
2018-07-04,0.187710002065,0.197271004319,0.181510999799,0.189081996679,22480300.0,1701737999.81
2018-07-05,0.189070001245,0.195228993893,0.18685199320300006,0.190328001976,16568900.0,1712951999.81
2018-07-06,0.190586000681,0.195621997118,0.176074996591,0.191676005721,23501300.0,1725083999.81
2018-07-07,0.191666007042,0.191666007042,0.18012599647,0.189459994435,9621390.0,1705139999.81
2018-07-08,0.188950002193,0.190687999129,0.184091001749,0.184652000666,7860200.0,1661867999.82
2018-07-09,0.184643998742,0.184643998742,0.179830998182,0.179899007082,7737650.0,1619090999.82
2018-07-10,0.179389998317,0.180524006486,0.160648003221,0.163497000933,12167900.0,1471472999.84
2018-07-11,0.16377000510700002,0.168091997504,0.161329001188,0.16764999926100002,8679950.0,1508849999.83
2018-07-12,0.167477995157,0.16793300211399995,0.153679996729,0.156883999705,8675400.0,1411955999.84
2018-07-13,0.156920999289,0.161752998829,0.156920999289,0.159039005637,7910070.0,1431350999.84
2018-07-14,0.158761993051,0.159883007407,0.158075004816,0.15847399830800002,5027250.0,1426265999.84
2018-07-15,0.158563002944,0.164663001895,0.158164992929,0.162516996264,6539140.0,1462652999.84
2018-07-16,0.162636995316,0.174949005246,0.161698997021,0.174949005246,11026100.0,1574540999.83
2018-07-17,0.174384996295,0.189474001527,0.173120006919,0.185826003551,15388400.0,1672433999.81
2018-07-18,0.185544997454,0.199645996094,0.183832004666,0.188853994012,21234100.0,1699685999.81
2018-07-19,0.18846000731,0.19393800199,0.183008998632,0.18732200563,15740300.0,1685897999.81
2018-07-20,0.187064006925,0.187064006925,0.168249994516,0.169544994831,12371200.0,1525904999.83
2018-07-21,0.169681996107,0.172738000751,0.164967998862,0.171085000038,8850900.0,1539764999.83
2018-07-22,0.170830994844,0.17506699264000006,0.168267995119,0.170339003205,8241640.0,1533050999.83
2018-07-23,0.170122995973,0.189925000072,0.17008599638900002,0.174576997757,18119400.0,1571192999.83
2018-07-24,0.17493300139899998,0.181132003665,0.170505002141,0.180832996964,14058000.0,1627496999.82
2018-07-25,0.179052993655,0.184065997601,0.176736995578,0.181259006262,12801100.0,1631330999.82
2018-07-26,0.181097000837,0.185886994004,0.174980998039,0.17714700102800002,11039800.0,1594322999.82
2018-07-27,0.177101001143,0.17930400371599994,0.17032100260299998,0.177131995559,12345200.0,1594187999.82
2018-07-28,0.17788100242600002,0.178673997521,0.17385900020599998,0.17861199379,31418800.0,1607507999.82
2018-07-29,0.179265007377,0.179520994425,0.175417006016,0.176912993193,30564100.0,1592216999.82
2018-07-30,0.176807,0.176921,0.168255,0.17213299999999998,11081100.0,1549196999.83
2018-07-31,0.171842,0.171842,0.160455,0.162639,12578900.0,1463750999.84
2018-08-01,0.162754,0.162754,0.155134,0.159747,9670310.0,1437722999.84
2018-08-02,0.15999000000000002,0.162957,0.153122,0.153436,17144800.0,1380923999.85
2018-08-03,0.153542,0.153542,0.14717,0.151513,19982400.0,1363616999.85
2018-08-04,0.151436,0.153444,0.142764,0.145128,9886410.0,1306151999.85
2018-08-05,0.145062,0.147467,0.14307999999999998,0.146821,6728400.0,1321388999.85
2018-08-06,0.146828,0.148314,0.140351,0.141726,8035690.0,1275533999.86
2018-08-07,0.141765,0.14532,0.135528,0.135605,8261620.0,1220444999.86
2018-08-08,0.135553,0.135553,0.117955,0.118885,12849700.0,1069964999.88
2018-08-09,0.118959,0.126655,0.117984,0.125105,12863300.0,1125944999.87
2018-08-10,0.124687,0.125253,0.113156,0.114891,10508000.0,1034018999.89
2018-08-11,0.114616,0.114618,0.10351,0.107485,10335900.0,967364999.893
2018-08-12,0.106927,0.109848,0.106594,0.107473,9037430.0,967256999.893
2018-08-13,0.10776199999999997,0.118254,0.106366,0.106654,13027400.0,959885999.893
2018-08-14,0.106729,0.107261,0.0981981,0.106928,13822000.0,962351999.893
2018-08-15,0.107167,0.112773,0.105881,0.10598699999999997,14086000.0,953882999.894
2018-08-16,0.105746,0.106033,0.100157,0.103615,15657900.0,932534999.896
2018-08-17,0.103737,0.117977,0.103528,0.11657,20738400.0,1049129999.88
2018-08-18,0.11693,0.120372,0.103442,0.106006,16739300.0,954053999.894
2018-08-19,0.105971,0.110093,0.10497,0.108493,10372600.0,976436999.892
2018-08-20,0.108042,0.108624,0.10102,0.101544,10686100.0,913895999.898
2018-08-21,0.10111,0.10408,0.0991612,0.100922,8337340.0,908297999.899
2018-08-22,0.100959,0.105837,0.0948865,0.0962418,9540850.0,866176199.9039999
2018-08-23,0.096234,0.0988826,0.09603939999999997,0.0981279,6689960.0,883151099.902
2018-08-24,0.098255,0.102954,0.0975158,0.102461,9292420.0,922148999.898
2018-08-25,0.102629,0.103854,0.101359,0.103236,6160390.0,929123999.897
2018-08-26,0.103301,0.104082,0.100617,0.104082,7517650.0,936737999.896
2018-08-27,0.10398,0.108468,0.103495,0.108468,8538600.0,976211999.892
2018-08-28,0.108519,0.112989,0.106787,0.112397,11261900.0,1011572999.89
2018-08-29,0.112721,0.112891,0.107683,0.108696,11326000.0,978263999.891
2018-08-30,0.10869,0.108708,0.100732,0.105531,10220700.0,949778999.894
2018-08-31,0.105442,0.10548699999999997,0.101683,0.105418,11746200.0,948761999.895
2018-09-01,0.105398,0.113124,0.105385,0.110948,17338000.0,998531999.889
2018-09-02,0.110888,0.11577,0.108258,0.112539,15500000.0,1012850999.89
2018-09-03,0.112652,0.115488,0.111112,0.114363,18725100.0,1029266999.89
2018-09-04,0.11451300000000003,0.128527,0.113764,0.12166,31248700.0,1094939999.88
2018-09-05,0.122451,0.124684,0.100319,0.100319,20672800.0,902870999.9
2018-09-06,0.10021,0.10423,0.0956887,0.102768,16004800.0,924911999.897
2018-09-07,0.102626,0.10346500000000003,0.0996505,0.101322,11874600.0,911897999.899
2018-09-08,0.101292,0.103679,0.09551110000000003,0.0975873,9723850.0,878285699.902
2018-09-09,0.0974777,0.100856,0.096778,0.0975582,8878470.0,878023799.902
2018-09-10,0.0974818,0.0990934,0.0936838,0.0939913,8961900.0,845921699.906
2018-09-11,0.0939919,0.0944789,0.0874396,0.08828589999999999,10264000.0,794573099.912
2018-09-12,0.0883965,0.08859349999999999,0.07940789999999999,0.08859349999999999,12052900.0,797341499.911
2018-09-13,0.08886770000000001,0.0930509,0.0870306,0.0927695,11337200.0,834925499.907
2018-09-14,0.0928536,0.0941929,0.08784349999999999,0.0904209,8444770.0,813788099.91
2018-09-15,0.0903087,0.0922441,0.089405,0.08995700000000001,6582210.0,809612999.91
2018-09-16,0.0903134,0.0909791,0.08814989999999999,0.0908314,8121900.0,817482599.9089999
2018-09-17,0.0909583,0.0916046,0.0844421,0.08518769999999999,7826780.0,766689299.915
2018-09-18,0.08523380000000001,0.0890193,0.0842985,0.087725,7478720.0,789524999.912
2018-09-19,0.0876442,0.089655,0.0854654,0.085788,9419740.0,772091999.9139999
2018-09-20,0.085931,0.0903366,0.0850827,0.0900923,11271300.0,810830699.91
2018-09-21,0.0899436,0.102577,0.0899436,0.100771,21589200.0,906938999.899
2018-09-22,0.100971,0.10122,0.0916864,0.0965088,12194600.0,868579199.903
2018-09-23,0.0964636,0.10248,0.0952703,0.101613,12179900.0,914516999.898
2018-09-24,0.101537,0.101537,0.0955487,0.0962801,10963100.0,866520899.9039999
2018-09-25,0.0965104,0.096648,0.09001289999999999,0.0926391,12077100.0,833751899.907
2018-09-26,0.0926254,0.0949117,0.08967889999999999,0.0931717,10023000.0,838545299.907
2018-09-27,0.0931358,0.099731,0.0922922,0.0975778,13131400.0,878200199.902
2018-09-28,0.0975638,0.0990152,0.093695,0.0948951,8652180.0,854055899.905
2018-09-29,0.0947819,0.0969043,0.0931907,0.0963533,7817790.0,867179699.9039999
2018-09-30,0.0962685,0.0973504,0.0949211,0.0968948,8313120.0,872053199.903
2018-10-01,0.0966431,0.104322,0.0963754,0.103602,16363300.0,932417999.896
2018-10-02,0.103446,0.114282,0.102888,0.104127,25389700.0,937142999.896
2018-10-03,0.104067,0.104804,0.0994589,0.10177,12248400.0,915929999.898
2018-10-04,0.101763,0.109915,0.101763,0.103695,12692900.0,933254999.896
2018-10-05,0.103675,0.106748,0.10228,0.106169,9076300.0,955520999.894
2018-10-06,0.106284,0.106633,0.102589,0.103371,7307280.0,930338999.897
2018-10-07,0.103685,0.108701,0.102999,0.105833,7801600.0,952496999.894
2018-10-08,0.106329,0.109702,0.105174,0.108959,8069000.0,980630999.891
2018-10-09,0.109321,0.10966,0.105334,0.10732,8406010.0,965879999.893
2018-10-10,0.107208,0.107475,0.102307,0.103666,8673840.0,932993999.896
2018-10-11,0.103479,0.103479,0.0905165,0.0906271,11788600.0,815643899.9089999
2018-10-12,0.0900321,0.09397919999999997,0.0886546,0.0918826,8396600.0,826943399.908
